Modelo,Tratamento,NNDR
AE,A,0.03524197695089465
AE,A,0.1171948481128769
AE,A,0.005224384830252357
AE,A,0.039038547186999166
AE,A,0.17305647095450508
AE,A,0.19711721170908614
AE,A,0.2506621485013965
AE,A,0.09399287083269293
AE,A,0.1352245184214955
AE,A,0.18262587224296398
AE,A,0.11962503894020847
AE,A,0.2616649509552799
AE,A,0.10144741010332753
AE,A,0.185716396298348
AE,A,0.1440803019767185
AE,A,0.03405787833531445
AE,A,0.11244878765064834
AE,A,0.14428371051494573
AE,A,0.10957084721318137
AE,A,0.18085637940349986
AE,A,0.18564751413938888
AE,A,0.03399177930071332
AE,A,0.18406559774386094
AE,A,0.21120959673758277
AE,A,0.0846949986981341
AE,A,0.02797684589269777
AE,A,0.6293346015339147
AE,A,0.2613422056126772
AE,A,0.1630913002986187
AE,A,0.17521079716921548
AE,A,0.2335919332485903
AE,A,0.05545759148795052
AE,A,0.26467484891815535
AE,A,0.08030164932413728
AE,A,0.24375686724989415
AE,A,0.12397794089932712
AE,A,0.06454526374227755
AE,A,0.15680900750657392
AE,A,0.13173927432910798
AE,A,0.12767221970705656
AE,A,0.07199113854404057
AE,A,0.24785612820183112
AE,A,0.09816982519491611
AE,A,0.025002418228677128
AE,A,0.08592217579268956
AE,A,0.2908425929399435
AE,A,0.15803987575409947
AE,A,0.024144224324712325
AE,A,0.2800756713832297
AE,A,0.21723151014891182
AE,A,0.03703981869001965
AE,A,0.08368441984297369
AE,A,0.048311697178353076
AE,A,0.12456864186017899
AE,A,0.4180378195744625
AE,A,0.12911061966554802
AE,A,0.05791347031322112
AE,A,0.08510965245240203
AE,A,0.18526062075751365
AE,A,0.04920999022305062
AE,A,0.11761260993074722
AE,A,0.17074816466315326
AE,A,0.11331937706057171
AE,A,0.08360351816027742
AE,A,0.02194359295808344
AE,A,0.337920978565354
AE,A,0.0843187771508515
AE,A,0.09052642542768233
AE,A,0.060679282857716565
AE,A,0.17358475107159013
AE,A,0.04759300301337413
AE,A,0.20461405379935893
AE,A,0.17229969586539187
AE,A,0.20537437246609888
AE,A,0.10661682659542368
AE,A,0.860391201433164
AE,A,0.11674838402818692
AE,A,0.28562520834632804
AE,A,0.049675224333942544
AE,A,0.860799333455657
AE,A,0.2067391955932497
AE,A,0.12626900298917698
AE,A,0.06772161727037872
AE,A,0.3468119270934518
AE,A,0.09313346359245074
AE,A,0.0921537172525741
AE,A,0.012141200998515874
AE,A,0.9420128634720725
AE,A,0.07727876881877803
AE,A,0.1253890694189406
AE,A,0.36609248612645157
AE,A,0.0425598149199379
AE,A,0.9527030062713153
AE,A,0.1861970027703389
AE,A,0.13845889922291335
AE,A,0.19255492800094526
AE,A,0.4204144018580165
AE,A,0.1871288135563437
AE,A,0.19626131810280842
AE,A,0.16049820296358194
AE,A,0.1325182481630785
AE,A,0.20687986490904883
AE,A,0.08940252645825615
AE,A,0.09718358640085233
AE,A,0.10253980119356787
AE,A,0.05466267477976547
AE,A,0.04376737991744461
AE,A,0.20730631776486577
AE,A,0.10104345168206341
AE,A,0.26419454109470214
AE,A,0.12531066887602466
AE,A,0.06538788174579858
AE,A,0.10769842711724159
AE,A,0.19262741339196082
AE,A,0.08562578778059057
AE,A,0.1625584115090876
AE,A,0.06678566843296768
AE,A,0.29036346096039883
AE,A,0.20916118512447748
AE,A,0.07492767438434453
AE,A,0.17653416683706805
AE,A,0.07218309050130907
AE,A,0.03124909004309992
AE,A,0.09074112845322878
AE,A,0.10544767360819166
AE,A,0.10374482033976401
AE,A,0.12471685588745947
AE,A,0.09420235068483875
AE,A,0.13883425170511615
AE,A,0.10303264739899957
AE,A,0.09401706971754069
AE,A,0.22689287489017093
AE,A,0.047168769706202734
AE,A,0.17264449781392935
AE,A,0.051296887743484024
AE,A,0.09656312106143972
AE,A,0.11590407639804284
AE,A,0.5257328376577953
AE,A,0.0384189039063781
AE,A,0.07340795778343175
AE,A,0.04623415507236947
AE,A,0.06863731306989747
AE,A,0.21373983268613567
AE,A,0.34297728279602785
AE,A,0.1283413305052136
AE,A,0.8740130740044064
AE,A,0.2222754761654203
AE,A,0.39170055686751737
AE,A,0.13526151077207424
AE,A,0.16119148870297964
AE,A,0.12761473539728146
AE,A,0.04250071338574181
AE,A,0.06746316268077851
AE,A,0.1106807686040959
AE,A,0.2844612977451374
AE,A,0.16614120585082315
AE,A,0.9243356636503207
AE,A,0.10731101958567586
AE,A,0.11557209317804162
AE,A,0.05761731907545774
AE,A,0.1152054663841202
AE,A,0.19289059962341043
AE,A,0.03594635288479111
AE,A,0.2909889829099689
AE,A,0.05393265262413819
AE,A,0.11476627888037691
AE,A,0.05686309885649458
AE,A,0.07867250246633382
AE,A,0.08727911640789664
AE,A,0.0620912637272386
AE,A,0.06520548422788545
AE,A,0.09226264800045725
AE,A,0.15421119334529193
AE,A,0.0560532861616988
AE,A,0.21058409749450563
AE,A,0.08131909859489134
AE,A,0.07364374208675864
AE,A,0.5980327420281409
AE,A,0.07492391018198
AE,A,0.08177261165861198
AE,A,0.13341261572701774
AE,A,0.10978671008996603
AE,A,0.04296772077355989
AE,A,0.21751326739140583
AE,A,0.07939404050134673
AE,A,0.044165812473874515
AE,A,0.08885781510656168
AE,A,0.03560840588886765
AE,A,0.342793088947974
AE,A,0.09354437560140856
AE,A,0.2401565451740831
AE,A,0.037783347940535436
AE,A,0.09868260468070741
AE,A,0.059588006753935954
AE,A,0.1755500645579241
AE,A,0.03594810273952544
AE,A,0.3374998554388826
AE,A,0.04289665670558337
AE,A,0.2748710200893758
AE,A,0.13250360789958235
AE,A,0.032058330136497455
AE,A,0.358780834836874
AE,A,0.5982499040600541
AE,A,0.12685071778815535
AE,A,0.5057605409471365
AE,A,0.2014589742567248
AE,A,0.4325031413382519
AE,A,0.14558751283062377
AE,A,0.19813829937921623
AE,A,0.13619111523962438
AE,A,0.37771786041611427
AE,A,0.08072875885183435
AE,A,0.14362008717319283
AE,A,0.10969697239540292
AE,A,0.04087370598668445
AE,A,0.7026871646161394
AE,A,0.11248717763245691
AE,A,0.24934596137285803
AE,A,0.15590543934058204
AE,A,0.19391996791093322
AE,A,0.46462665488648486
AE,A,0.032957662920529894
AE,A,0.14346330558491177
AE,A,0.13194077382652408
AE,A,0.1307643528930871
AE,A,0.14397677966238828
AE,A,0.07523609653397396
AE,A,0.3994733094022966
AE,A,0.09527718492162278
AE,A,0.05947289072263229
AE,A,0.07388351327065713
AE,A,0.09595443034090026
AE,A,0.0646007193677493
AE,A,0.04775009038079237
AE,A,0.15311609055412673
AE,A,0.030841945316163594
AE,A,0.006031220406310206
AE,A,0.025737351089580297
AE,A,0.2581807630370726
AE,A,0.19491860257636526
AE,A,0.11655445322213288
AE,A,0.04236339223195876
AE,A,0.07140076379118508
AE,A,0.047086929412937614
AE,A,0.1925073873614206
AE,A,0.017339229965991174
AE,A,0.019268264562505896
AE,A,0.02899895716294442
AE,A,0.0366966357595443
AE,A,0.07158175382985393
AE,A,0.2227304248170937
AE,A,0.012052915864358965
AE,A,0.1279946681003493
AE,A,0.2170323899180412
AE,A,0.23801730152086645
AE,A,0.09101833226388756
AE,A,0.08459444104691272
AE,A,0.07674748708468891
AE,A,0.6508209183962667
AE,A,0.15924651663898334
AE,A,0.3007427654945064
AE,A,0.14422158462436838
AE,A,0.5861059749538627
AE,A,0.07677182709828886
AE,A,0.2840740801831875
AE,A,0.1227367998669576
AE,A,0.14940160844376246
AE,A,0.0764855199479595
AE,A,0.048335680886232184
AE,A,0.04311831669451653
AE,A,0.10162110488246587
AE,A,0.12606401372274864
AE,A,0.15859484689251105
AE,A,0.02551969709208991
AE,A,0.2828268395374302
AE,A,0.2197534136875884
AE,A,0.25344629158919324
AE,A,0.09206720868969984
AE,A,0.060599481881075806
AE,A,0.2916535545966182
AE,A,0.11599625725357676
AE,A,0.12605839411268094
AE,A,0.20939501138873998
AE,A,0.3621310650527455
AE,A,0.09752451672637465
AE,A,0.06497416953159646
AE,A,0.10032573410527458
AE,A,0.19085210665346652
AE,A,0.6916390961046228
AE,A,0.1089222641390364
AE,A,0.0579545028566008
AE,A,0.03530985392078558
AE,A,0.027647334525924338
AE,A,0.0912575605237964
AE,A,0.3978889096009605
AE,A,0.07534641464895349
AE,A,0.1251582337316255
AE,A,0.15001444389458882
AE,A,0.09697011772585415
AE,A,0.07331700480307013
AE,A,0.04468649589831516
AE,A,0.20238017978679151
AE,A,0.42706214686356236
AE,A,0.5897739030383518
AE,A,0.2428713426012909
AE,A,0.22293666626015074
AE,A,0.33615008091956805
AE,A,0.033417436729386844
AE,A,0.21459765879603673
AE,A,0.11029565479748231
AE,A,0.06581460368313855
AE,A,0.10591123669197011
AE,A,0.23093064359504534
AE,A,0.2454926248696768
AE,A,0.11510033073337482
AE,A,0.1885803561606394
AE,A,0.0814755448120864
AE,A,0.11453607859962589
AE,A,0.09345841728166095
AE,A,0.217505231894067
AE,A,0.1113587382389149
AE,A,0.5508703357230755
AE,A,0.09741539892340843
AE,A,0.13774456806146143
AE,A,0.13964574079042366
AE,A,0.03449929995493637
AE,A,0.1966818337874758
AE,A,0.04945276794798148
AE,A,0.4015882735649991
AE,A,0.5078735670759383
AE,A,0.07563939843159175
AE,A,0.2471468776439136
AE,A,0.05056270140782137
AE,A,0.26757489410545193
AE,A,0.08792188372294027
AE,A,0.028009960663278155
AE,A,0.05101521005512113
AE,A,0.9839919956059299
AE,A,0.06394645474451816
AE,A,0.11551109069225748
AE,A,0.08167274252139559
AE,A,0.31035574516854414
AE,A,0.22435664574194977
AE,A,0.15511458607630185
AE,A,0.14343449934447505
AE,A,0.20075998194081937
AE,A,0.1208265188987274
AE,A,0.0595006076080014
AE,A,0.11247135973821529
AE,A,0.18203568545272078
AE,A,0.29231843170427646
AE,A,0.1771921725079739
AE,A,0.010078069284812308
AE,A,0.01386259985450873
AE,A,0.08772057937120467
AE,A,0.10993262856936596
AE,A,0.35103188711174893
AE,A,0.06410202545888999
AE,A,0.18657691733020712
AE,A,0.007506751641556634
AE,A,0.12829024365659114
AE,A,0.061819816466272916
AE,A,0.2758243007100735
AE,A,0.1613877059228698
AE,A,0.10184349796536472
AE,A,0.0467940297837256
AE,A,0.14590596866397001
AE,A,0.14363047523756226
AE,A,0.2027285113655738
AE,A,0.17168966421339163
AE,A,0.11586581384942976
AE,A,0.05262382738340726
AE,A,0.17017732096466645
AE,A,0.09799127338701549
AE,A,0.3410752536239312
AE,A,0.02717807215314498
AE,A,0.06406927951265405
AE,A,0.9296760699186406
AE,A,0.07922953978499904
AE,A,0.5939539945782771
AE,A,0.3133693626467751
AE,A,0.1253269563485932
AE,A,0.21655242085561857
AE,A,0.14183476346351095
AE,A,0.12484859396976762
AE,A,0.1684015544811004
AE,A,0.29489556464811617
AE,A,0.05128385525332084
AE,A,0.19626589751641407
AE,A,0.08835328290065574
AE,A,0.2090461945676564
AE,A,0.1369435019949713
AE,A,0.06317744092801722
AE,A,0.03455081836219235
AE,A,0.06106445997514761
AE,A,0.034007642923497436
AE,A,0.0751175531928279
AE,A,0.056366841008735076
AE,A,0.08905609568951302
AE,A,0.42535006268589004
AE,A,0.08689527592156364
AE,A,0.040449113064660515
AE,A,0.08345218240905915
AE,A,0.12113348210987748
AE,A,0.11690387163951232
AE,A,0.18236598252858768
AE,A,0.06858138480889428
AE,A,0.19952422753040655
AE,A,0.24161327997247214
AE,A,0.4671368962421055
AE,A,0.027249393781451973
AE,A,0.09861517541905038
AE,A,0.05576806558137654
AE,A,0.12883394089144365
AE,A,0.28365401366384724
AE,A,0.05445110719604972
AE,A,0.13680413437668745
AE,A,0.07546943001758437
AE,A,0.07110095886508609
AE,A,0.24963773351043628
AE,A,0.358410749603786
AE,A,0.06093224480434849
AE,A,0.20525611231682234
AE,A,0.22193651752160207
AE,A,0.1964896150452408
AE,A,0.2657580749946569
AE,A,0.03055035224525777
AE,A,0.6237532319679568
AE,A,0.22603560694844566
AE,A,0.10213238810866099
AE,A,0.14202098216165093
AE,A,0.4040583708382723
AE,A,0.14123695637675995
AE,A,0.2071628613410822
AE,A,0.29175376683316373
AE,A,0.051110089530700585
AE,A,0.07242494441087192
AE,A,0.09045718150391452
AE,A,0.08862799279296431
AE,A,0.12105729214570292
AE,A,0.15274423832750483
AE,A,0.20529370513462042
AE,A,0.6364328333877363
AE,A,0.9176489695491362
AE,A,0.6112201420682024
AE,A,0.2354219063843254
AE,A,0.09249716769601302
AE,A,0.22616864540945017
AE,A,0.09112136252424823
AE,A,0.045311368949921826
AE,A,0.19203166924721768
AE,A,0.15139525723250088
AE,A,0.4091648776980922
AE,A,0.1061214783052351
AE,A,0.23175390674682053
AE,A,0.06826865127011256
AE,A,0.16102776002953068
AE,A,0.10604749413244302
AE,A,0.12672940789752735
AE,A,0.09805009388891882
AE,A,0.11440927173485668
AE,A,0.2998189399186299
AE,A,0.07263502706943892
AE,A,0.23884674527227284
AE,A,0.06353262922589296
AE,A,0.06260549121251996
AE,A,0.0712710453400652
AE,A,0.15924675498294424
AE,A,0.1467487749374742
AE,A,0.20652038108253887
AE,A,0.04109670092570078
AE,A,0.1053167482883087
AE,A,0.22868105976905106
AE,A,0.009284648801804204
AE,A,0.3439392716960689
AE,A,0.1887107206822788
AE,A,0.46422945707235963
AE,A,0.252527834354824
AE,A,0.035310656949605425
AE,A,0.09049545690121105
